R	Ep	E	Values[Km3]	Values[Km4]
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
0.0	-6.661338147750939e-16	1.0000000000000007	0.05	0.05
